2019/05/09 13:02:00 [emerg] 1#1: unexpected end of parameter, expecting ";" in command line
2019/10/22 12:58:07 [error] 12#12: *44 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: tb.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:10021/", host: "tb.haitunzhuan.com"
2019/10/22 12:58:12 [error] 12#12: *44 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: tb.haitunzhuan.com, request: "GET / HTTP/1.1", upstream: "http://172.16.134.81:10021/", host: "tb.haitunzhuan.com"
2019/10/23 09:32:15 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA HTTP/1.1", upstream: "http://172.16.134.81:39080/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 09:32:15 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 09:32:15 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA HTTP/1.1", upstream: "http://172.16.134.81:39080/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 09:32:15 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 09:32:16 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA HTTP/1.1", upstream: "http://172.16.134.81:39080/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 09:32:16 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 09:32:16 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA HTTP/1.1", upstream: "http://172.16.134.81:39080/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 09:32:16 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 09:32:16 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA HTTP/1.1", upstream: "http://172.16.134.81:39080/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 09:32:16 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 09:32:16 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA HTTP/1.1", upstream: "http://172.16.134.81:39080/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=393765873"
2019/10/23 09:33:26 [error] 12#12: *9229 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app/appversinfo?id=1464502983 HTTP/1.1", upstream: "http://172.16.134.81:39080/app/appversinfo?id=1464502983", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app/asokey?id=1464502983"
2019/10/23 09:33:26 [error] 12#12: *9231 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app/appversinfo?id=1464502983 HTTP/1.1", upstream: "http://172.16.134.81:39080/app/appversinfo?id=1464502983", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app/asokey?id=1464502983"
2019/10/23 09:33:30 [error] 12#12: *9229 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app/asokey?id=1464502983 HTTP/1.1", upstream: "http://172.16.134.81:39080/app/asokey?id=1464502983", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app/comment?id=1464502983"
2019/10/23 09:37:17 [error] 12#12: *9213 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "POST /search/rankHistory HTTP/1.1", upstream: "http://172.16.134.81:39080/search/rankHistory", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 09:59:23 [error] 12#12: *9709 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /search?keyword=%E5%A4%A7%E8%AF%9D%E8%A5%BF%E6%B8%B8 HTTP/1.1", upstream: "http://172.16.134.81:39080/search?keyword=%E5%A4%A7%E8%AF%9D%E8%A5%BF%E6%B8%B8", host: "aso.haitunzhuan.com"
2019/10/23 09:59:23 [error] 12#12: *9709 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E5%A4%A7%E8%AF%9D%E8%A5%BF%E6%B8%B8"
2019/10/23 10:12:56 [error] 12#12: *9894 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "POST /search?keyword=%E5%A8%81%E5%AE%A2 HTTP/1.1", upstream: "http://172.16.134.81:39080/search?keyword=%E5%A8%81%E5%AE%A2", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E5%A8%81%E5%AE%A2"
2019/10/23 12:31:26 [error] 12#12: *10498 upstream prematurely closed connection while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /js/result.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/result.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 12:31:26 [error] 12#12: *10497 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/smallbook.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/smallbook.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 12:31:26 [error] 12#12: *10494 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/snavicon.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/snavicon.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/headerCommon.css"
2019/10/23 12:31:26 [error] 12#12: *10493 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/downicon.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/downicon.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/headerCommon.css"
2019/10/23 12:31:26 [error] 12#12: *10498 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/appleicon.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/appleicon.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/headerCommon.css"
2019/10/23 12:31:26 [error] 12#12: *10490 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /images/screen.png HTTP/1.1", upstream: "http://172.16.134.81:39080/images/screen.png", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/css/result.css"
2019/10/23 12:31:26 [error] 12#12: *10490 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /js/result.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/result.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 12:31:26 [error] 12#12: *10490 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
2019/10/23 13:14:59 [error] 12#12: *10883 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /css/login.css,/css/appinfo.css?minify=true HTTP/1.1", upstream: "http://172.16.134.81:39080/css/login.css,/css/appinfo.css?minify=true", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:14:59 [error] 12#12: *10876 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /js/appinfo.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/appinfo.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:14:59 [error] 13#13: *10878 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /js/jquery.circliful.min.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/jquery.circliful.min.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:14:59 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /js/appinfo.js HTTP/1.1", upstream: "http://172.16.134.81:39080/js/appinfo.js", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:14:59 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "POST /app/rankChange HTTP/1.1", upstream: "http://172.16.134.81:39080/app/rankChange", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:15:01 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1134496215 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1134496215", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/23 13:15:01 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:15:02 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1134496215 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1134496215", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/23 13:15:02 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:15:02 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1134496215 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1134496215", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/23 13:15:02 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1134496215 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1134496215", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1134496215 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1134496215", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1134496215 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1134496215", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1134496215 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1134496215", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1134496215 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1134496215", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=1134496215 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=1134496215", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/rank/app/index"
2019/10/23 13:15:03 [error] 13#13: *10878 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /favicon.ico HTTP/1.1", upstream: "http://172.16.134.81:39080/favicon.ico", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/app?id=1134496215"
2019/10/23 17:30:24 [error] 12#12: *13021 connect() failed (111: Connection refused) while connecting to upstream, client: 180.158.189.108, server: aso.haitunzhuan.com, request: "GET /app?id=393765873 HTTP/1.1", upstream: "http://172.16.134.81:39080/app?id=393765873", host: "aso.haitunzhuan.com", referrer: "http://aso.haitunzhuan.com/search?keyword=%E7%88%B1%E5%A5%87%E8%89%BA"
